dataset,configuration,configuration_label,question_id,sentence_index,citation_count,citation_present,human_supported,automatic_supported
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_9,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_9,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_9,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_10,0,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_10,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_10,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_10,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_10,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_11,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_11,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_11,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_11,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_11,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_13,5,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_14,0,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_14,1,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_14,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_14,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_15,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_15,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_15,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_15,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_16,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_16,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_16,2,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_16,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_16,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_17,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_17,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_17,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,3,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_18,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_19,0,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_19,1,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_19,2,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_19,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_19,4,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_20,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_20,1,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_20,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_20,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_20,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_23,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_23,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_23,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_23,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_23,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,0,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,4,2,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_24,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,0,2,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_26,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,2,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,4,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,5,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_27,6,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,1,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_28,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_29,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_29,1,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_29,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_29,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_29,4,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_30,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_30,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_30,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_30,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_30,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_31,5,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_32,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_32,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_32,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_32,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,0,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_33,5,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_34,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_34,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_34,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_34,3,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_34,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_35,0,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_35,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_35,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_35,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_35,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,0,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_36,5,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_37,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_37,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_37,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_37,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_38,0,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_38,1,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_39,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_39,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_39,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_39,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_40,0,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_40,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_40,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_41,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_41,1,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_41,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_41,3,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_42,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_42,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_42,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_42,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_43,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_43,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_43,2,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_43,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_43,4,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_44,0,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_44,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_44,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_44,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_45,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_45,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_45,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_45,3,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_45,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_46,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_46,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_46,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_46,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_47,0,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_47,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_47,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_47,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_47,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_48,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_48,1,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_48,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_48,3,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_49,0,2,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_49,1,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_49,2,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_49,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_50,0,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_50,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,eli5_50,2,1,1,1,1
